StanFunction;Arguments;ReturnType;Documentation;
qr_Q;(matrix A);matrix;The orthogonal matrix in the fat QR decomposition of A, which implies\nthat the resulting matrix is square with the same number of rows as A\n;
qr_R;(matrix A);matrix;The upper trapezoidal matrix in the fat QR decomposition of A, which\nimplies that the resulting matrix will be rectangular with the same\ndimensions as A\n;
qr;(matrix A);tuple(matrix, matrix);Returns both portions of the QR decomposition of A. The first element ("Q") is\nthe orthonormal matrix in the thin QR decomposition and the second element ("R")\nis upper triangular. This function is equivalent to `(qr_Q(A), qr_R(A))` but\nwith a lower computational cost due to the shared work between the two results.\nThe thin QR decomposition is always preferable because it will consume\nmuch less memory when the input matrix is large than will the fat QR\ndecomposition. Both versions of the decomposition represent the input\nmatrix as \begin{equation*} A = Q \, R. \end{equation*} Multiplying a column of an orthogonal\nmatrix by $-1$ still results in an orthogonal matrix, and you can\nmultiply the corresponding row of the upper trapezoidal matrix by $-1$\nwithout changing the product. Thus, Stan adopts the normalization that\nthe diagonal elements of the upper trapezoidal matrix are strictly\npositive and the columns of the orthogonal matrix are reflected if\nnecessary. Also, these QR  decomposition algorithms do not utilize\npivoting and thus may be  numerically unstable on input matrices that\nhave less than full rank.\n;
cholesky_decompose;(matrix A);matrix;The lower-triangular Cholesky factor of the symmetric\npositive-definite matrix A\n;
singular_values;(matrix A);vector;The singular values of `A` in descending order\n;
svd_U;(matrix A);matrix;The left-singular vectors of `A`\n;
svd_V;(matrix A);matrix;The right-singular vectors of `A`\n;
svd;(matrix A);tuple(matrix, vector, matrix);Returns a tuple containing the left-singular vectors of `A`, the\nsingular values of `A` in descending order, and the right-singular values of\n`A`. This function is equivalent to `(svd_U(A), singular_values(A), svd_V(A))`\nbut with a lower computational cost due to the shared work between the different\ncomponents.\n;
sort_asc;(vector v);vector;Sort the elements of v in ascending order\n;
sort_asc;(row_vector v);row_vector;Sort the elements of v in ascending order\n;
sort_desc;(vector v);vector;Sort the elements of v in descending order\n;
sort_desc;(row_vector v);row_vector;Sort the elements of v in descending order\n;
sort_indices_asc;(vector v);array[] int;Return an array of indices between 1 and the size of v, sorted to\nindex v in ascending order.\n;
sort_indices_asc;(row_vector v);array[] int;Return an array of indices between 1 and the size of v, sorted to\nindex v in ascending order.\n;
sort_indices_desc;(vector v);array[] int;Return an array of indices between 1 and the size of v, sorted to\nindex v in descending order.\n;
sort_indices_desc;(row_vector v);array[] int;Return an array of indices between 1 and the size of v, sorted to\nindex v in descending order.\n;
rank;(vector v, int s);int;Number of components of v less than v[s]\n;
rank;(row_vector v, int s);int;Number of components of v less than v[s]\n;
reverse;(vector v);vector;Return a new vector containing the elements of the argument in reverse order.\n;
reverse;(row_vector v);row_vector;Return a new row vector containing the elements of the argument in reverse order.\n;
pareto;~;real;Increment target log probability density with `pareto_lupdf(y | y_min, alpha)`.;
pareto_lpdf;(reals y | reals y_min, reals alpha);real;The log of the Pareto density of y given positive minimum value y_min\nand shape alpha\n;
pareto_lupdf;(reals y | reals y_min, reals alpha);real;The log of the Pareto density of y given positive minimum value y_min\nand shape alpha dropping constant additive terms\n;
pareto_cdf;(reals y | reals y_min, reals alpha);real;The Pareto cumulative distribution function of y given positive\nminimum value y_min and shape alpha\n;
pareto_lcdf;(reals y | reals y_min, reals alpha);real;The log of the Pareto cumulative distribution function of y given\npositive minimum value y_min and shape alpha\n;
pareto_lccdf;(reals y | reals y_min, reals alpha);real;The log of the Pareto complementary cumulative distribution function\nof y given positive minimum value y_min and shape alpha\n;
pareto_rng;(reals y_min, reals alpha);R;Generate a Pareto variate with positive minimum value y_min and shape\nalpha may only be used in transformed data and generated quantities blocks. For a\ndescription of argument and return types, see section\n[vectorized PRNG functions](conventions_for_probability_functions.qmd#prng-vectorization).\n;
pareto_type_2;~;real;Increment target log probability density with `pareto_type_2_lupdf(y | mu, lambda, alpha)`.;
pareto_type_2_lpdf;(reals y | reals mu, reals lambda, reals alpha);real;The log of the Pareto Type 2 density of y given location mu, scale\nlambda, and shape alpha\n;
pareto_type_2_lupdf;(reals y | reals mu, reals lambda, reals alpha);real;The log of the Pareto Type 2 density of y given location mu, scale\nlambda, and shape alpha dropping constant additive terms\n;
pareto_type_2_cdf;(reals y | reals mu, reals lambda, reals alpha);real;The Pareto Type 2 cumulative distribution function of y given location\nmu, scale lambda, and shape alpha\n;
pareto_type_2_lcdf;(reals y | reals mu, reals lambda, reals alpha);real;The log of the Pareto Type 2 cumulative distribution function of y\ngiven location mu, scale lambda, and shape alpha\n;
pareto_type_2_lccdf;(reals y | reals mu, reals lambda, reals alpha);real;The log of the Pareto Type 2 complementary cumulative distribution\nfunction of y given location mu, scale lambda, and shape alpha\n;
pareto_type_2_rng;(reals mu, reals lambda, reals alpha);R;Generate a Pareto Type 2 variate with location mu, scale lambda, and\nshape alpha may only be used in transformed data and generated quantities blocks.\nFor a description of argument and return types, see section\n[vectorized PRNG functions](conventions_for_probability_functions.qmd#prng-vectorization).\n;
wiener;~;real;Increment target log probability density with `wiener_lupdf(y | alpha, tau, beta, delta)`.;
wiener_lpdf;(reals y | reals alpha, reals tau, reals beta, reals delta);real;The log of the Wiener first passage time density of y given boundary\nseparation alpha, non-decision time tau, a-priori bias beta and drift\nrate delta\n;
wiener_lupdf;(reals y | reals alpha, reals tau, reals beta, reals delta);real;The log of the Wiener first passage time density of y given boundary\nseparation alpha, non-decision time tau, a-priori bias beta and drift\nrate delta dropping constant additive terms\n;
print;(T1 x1,..., TN xN);void;Print the values denoted by the arguments x1 through xN on the output\nmessage stream. There are no spaces between items in the print, but a\nline feed (LF Unicode U+000A C++ literal `'\n'`) is inserted at\nthe end of the printed line. The types `T1` through `TN` can be any of\nStan's built-in numerical types or double quoted strings of characters\n(bytes).\n;
reject;(T1 x1,..., TN xN);void;Reject the current iteration and print the values denoted by the\narguments x1 through xN on the output message stream. There are no\nspaces between items in the print, but a line feed (LF Unicode\nU+000A C++ literal `'\n'`) is inserted at the end of the printed\nline. The types `T1` through `TN` can be any of Stan's built-in\nnumerical types or double quoted strings of characters (bytes).\n;
to_matrix;(matrix m);matrix;Return the matrix `m` itself.\n;
to_matrix;(complex_matrix m);complex_matrix;Return the matrix `m` itself.\n;
to_matrix;(vector v);matrix;Convert the column vector `v` to a `size(v)` by 1 matrix.\n;
to_matrix;(complex_vector v);complex_matrix;Convert the column vector `v` to a `size(v)` by 1 matrix.\n;
to_matrix;(row_vector v);matrix;Convert the row vector `v` to a 1 by `size(v)` matrix.\n;
to_matrix;(complex_row_vector v);complex_matrix;Convert the row vector `v` to a 1 by `size(v)` matrix.\n;
to_matrix;(matrix M, int m, int n);matrix;Convert a matrix `A` to a matrix with `m` rows and `n` columns filled in\ncolumn-major order.\n;
to_matrix;(complex_matrix M, int m, int n);complex_matrix;Convert a matrix `A` to a matrix with `m` rows and `n` columns filled in\ncolumn-major order.\n;
to_matrix;(vector v, int m, int n);matrix;Convert a vector `v` to a matrix with `m` rows and `n` columns filled in\ncolumn-major order.\n;
to_matrix;(complex_vector v, int m, int n);complex_matrix;Convert a vector `v` to a matrix with `m` rows and `n` columns filled in\ncolumn-major order.\n;
to_matrix;(row_vector v, int m, int n);matrix;Convert a row_vector `v` to a matrix with `m` rows and `n` columns filled in\ncolumn-major order.\n;
to_matrix;(complex_row_vector v, int m, int n);complex_matrix;Convert a row vector `v` to a matrix with `m` rows and `n` columns filled in\ncolumn-major order.\n;
to_matrix;(matrix A, int m, int n, int col_major);matrix;Convert a matrix `A` to a matrix with `m` rows and `n` columns filled in\nrow-major order if `col_major` equals 0 (otherwise, they get filled in\ncolumn-major order).\n;
to_matrix;(complex_matrix A, int m, int n, int col_major);complex_matrix;Convert a matrix `A` to a matrix with `m` rows and `n` columns filled in\nrow-major order if `col_major` equals 0 (otherwise, they get filled in\ncolumn-major order).\n;
to_matrix;(vector v, int m, int n, int col_major);matrix;Convert a vector `v` to a matrix with `m` rows and `n` columns filled in\nrow-major order if `col_major` equals 0 (otherwise, they get filled in\ncolumn-major order).\n;
to_matrix;(complex_vector v, int m, int n, int col_major);complex_matrix;Convert a vector `v` to a matrix with `m` rows and `n` columns filled in\nrow-major order if `col_major` equals 0 (otherwise, they get filled in\ncolumn-major order).\n;
to_matrix;(row_vector v, int m, int n, int col_major);matrix;Convert a row vector `v` to a matrix with `m` rows and `n` columns filled in\nrow-major order if `col_major` equals 0 (otherwise, they get filled in\ncolumn-major order).\n;
to_matrix;(complex_row_vector v, int m, int n, int col_major);complex_matrix;Convert a row vector `v` to a matrix with `m` rows and `n` columns filled in\nrow-major order if `col_major` equals 0 (otherwise, they get filled in\ncolumn-major order).\n;
to_matrix;(array[] real a, int m, int n);matrix;Convert a one-dimensional array `a` to a matrix with `m` rows and `n`\ncolumns filled in column-major order.\n;
to_matrix;(array[] int a, int m, int n);matrix;Convert a one-dimensional array `a` to a matrix with `m` rows and `n`\ncolumns filled in column-major order.\n;
to_matrix;(array[] complex a, int m, int n);complex_matrix;Convert a one-dimensional array `a` to a matrix with `m` rows and `n`\ncolumns filled in column-major order.\n;
to_matrix;(array[] real a, int m, int n, int col_major);matrix;Convert a one-dimensional array `a` to a matrix with `m` rows and `n`\ncolumns filled in row-major order if `col_major` equals 0 (otherwise,\nthey get filled in column-major order).\n;
to_matrix;(array[] int a, int m, int n, int col_major);matrix;Convert a one-dimensional array `a` to a matrix with `m` rows and `n`\ncolumns filled in row-major order if `col_major` equals 0 (otherwise,\nthey get filled in column-major order).\n;
to_matrix;(array[] complex a, int m, int n, int col_major);complex_matrix;Convert a one-dimensional array `a` to a matrix with `m` rows and `n`\ncolumns filled in row-major order if `col_major` equals 0 (otherwise,\nthey get filled in column-major order).\n;
to_matrix;(array[] row_vector vs);matrix;Convert a one-dimensional array of row vectors to a matrix, where the size of\nthe array is the number of rows of the resulting matrix and the length of row\nvectors is the number of columns.\n;
to_matrix;(array[] complex_row_vector vs);complex_matrix;Convert a one-dimensional array of row vectors to a matrix, where the size of\nthe array is the number of rows of the resulting matrix and the length of row\nvectors is the number of columns.\n;
to_matrix;(array[,] real a);matrix;Convert the two dimensional array `a` to a matrix with the same\ndimensions and indexing order.\n;
to_matrix;(array[,] int a);matrix;Convert the two dimensional array `a` to a matrix with the same\ndimensions and indexing order. If any of the dimensions of `a` are zero,\nthe result will be a $0 \times 0$ matrix.\n;
to_matrix;(array[,] complex a );complex_matrix;Convert the two dimensional array `a` to a matrix with the same\ndimensions and indexing order.\n;
to_vector;(matrix m);vector;Convert the matrix `m` to a column vector in column-major order.\n;
to_vector;(complex_matrix m);complex_vector;Convert the matrix `m` to a column vector in column-major order.\n;
to_vector;(vector v);vector;Return the column vector `v` itself.\n;
to_vector;(complex_vector v);complex_vector;Return the column vector `v` itself.\n;
to_vector;(row_vector v);vector;Convert the row vector `v` to a column vector.\n;
to_vector;(complex_row_vector v);complex_vector;Convert the row vector `v` to a column vector.\n;
to_vector;(array[] real a);vector;Convert the one-dimensional array `a` to a column vector.\n;
to_vector;(array[] int a);vector;Convert the one-dimensional integer array `a` to a column vector.\n;
to_vector;(array[] complex a);complex_vector;Convert the one-dimensional complex array `a` to a column vector.\n;
to_row_vector;(matrix m);row_vector;Convert the matrix `m` to a row vector in column-major order.\n;
to_row_vector;(complex_matrix m);complex_row_vector;Convert the matrix `m` to a row vector in column-major order.\n;
to_row_vector;(vector v);row_vector;Convert the column vector `v` to a row vector.\n;
to_row_vector;(complex_vector v);complex_row_vector;Convert the column vector `v` to a row vector.\n;
to_row_vector;(row_vector v);row_vector;Return the row vector `v` itself.\n;
to_row_vector;(complex_row_vector v);complex_row_vector;Return the row vector `v` itself.\n;
to_row_vector;(array[] real a);row_vector;Convert the one-dimensional array `a` to a row vector.\n;
to_row_vector;(array[] int a);row_vector;Convert the one-dimensional array `a` to a row vector.\n;
to_row_vector;(array[] complex a);complex_row_vector;Convert the one-dimensional complex array `a` to a row vector.\n;
to_array_2d;(matrix m);array[,] real;Convert the matrix `m` to a two dimensional array with the same\ndimensions and indexing order.\n;
to_array_2d;(complex_matrix m);array[,] real;Convert the matrix `m` to a two dimensional array with the same\ndimensions and indexing order.\n;
to_array_1d;(vector v);array[] real;Convert the column vector `v` to a one-dimensional array.\n;
to_array_1d;(complex_vector v);array[] real;Convert the column vector `v` to a one-dimensional array.\n;
to_array_1d;(row_vector v);array[] real;Convert the row vector `v` to a one-dimensional array.\n;
to_array_1d;(complex_row_vector v);array[] complex;Convert the row vector `v` to a one-dimensional array.\n;
to_array_1d;(matrix m);array[] real;Convert the matrix `m` to a one-dimensional array in column-major order.\n;
to_array_1d;(complex_matrix m);array[] complex;Convert the matrix `m` to a one-dimensional array in column-major order.\n;
to_array_1d;(array[...] real a);array[] real;Convert the array `a` (of any dimension up to 10) to a one-dimensional\narray in row-major order.\n;
to_array_1d;(array[...] int a);array[] int;Convert the array `a` (of any dimension up to 10) to a one-dimensional\narray in row-major order.\n;
to_array_1d;(array[...] complex a);array[] complex;Convert the array `a` (of any dimension up to 10) to a one-dimensional\narray in row-major order.\n;
neg_binomial;~;real;Increment target log probability density with `neg_binomial_lupmf(n | alpha, beta)`.;
neg_binomial_lpmf;(ints n | reals alpha, reals beta);real;The log negative binomial probability mass of `n` given shape `alpha` and\ninverse scale `beta`\n;
neg_binomial_lupmf;(ints n | reals alpha, reals beta);real;The log negative binomial probability mass of `n` given shape `alpha` and\ninverse scale `beta` dropping constant additive terms\n;
neg_binomial_cdf;(ints n | reals alpha, reals beta);real;The negative binomial cumulative distribution function of `n` given\nshape `alpha` and inverse scale `beta`\n;
neg_binomial_lcdf;(ints n | reals alpha, reals beta);real;The log of the negative binomial cumulative distribution function of `n`\ngiven shape `alpha` and inverse scale `beta`\n;
neg_binomial_lccdf;(ints n | reals alpha, reals beta);real;The log of the negative binomial complementary cumulative distribution\nfunction of `n` given shape `alpha` and inverse scale `beta`\n;
neg_binomial_rng;(reals alpha, reals beta);R;Generate a negative binomial variate with shape `alpha` and inverse\nscale `beta` may only be used in transformed data and generated quantities blocks.\n`alpha` $/$ `beta` must be less than $2 ^ {29}$. For a description of argument and\nreturn types, see section [vectorized function signatures](conventions_for_probability_functions.qmd#prob-vectorization).\n;
neg_binomial_2;~;real;Increment target log probability density with `neg_binomial_2_lupmf(n | mu, phi)`.;
neg_binomial_2_lpmf;(ints n | reals mu, reals phi);real;The log negative binomial probability mass of `n` given location `mu` and\nprecision `phi`.\n;
neg_binomial_2_lupmf;(ints n | reals mu, reals phi);real;The log negative binomial probability mass of `n` given location `mu` and\nprecision `phi` dropping constant additive terms.\n;
neg_binomial_2_cdf;(ints n | reals mu, reals phi);real;The negative binomial cumulative distribution function of `n` given\nlocation `mu` and precision `phi`.\n;
neg_binomial_2_lcdf;(ints n | reals mu, reals phi);real;The log of the negative binomial cumulative distribution function of `n`\ngiven location `mu` and precision `phi`.\n;
neg_binomial_2_lccdf;(ints n | reals mu, reals phi);real;The log of the negative binomial complementary cumulative distribution\nfunction of `n` given location `mu` and precision `phi`.\n;
neg_binomial_2_rng;(reals mu, reals phi);R;Generate a negative binomial variate with location `mu` and precision\n`phi` may only be used in transformed data and generated quantities blocks. `mu`\nmust be less than $2 ^ {29}$. For a description of argument and return types, see\nsection [vectorized function signatures](conventions_for_probability_functions.qmd#prob-vectorization).\n;
neg_binomial_2_log;~;real;Increment target log probability density with `neg_binomial_2_log_lupmf(n | eta, phi)`.;
neg_binomial_2_log_lpmf;(ints n | reals eta, reals phi);real;The log negative binomial probability mass of `n` given log-location `eta`\nand inverse overdispersion parameter `phi`.\n;
neg_binomial_2_log_lupmf;(ints n | reals eta, reals phi);real;The log negative binomial probability mass of `n` given log-location `eta`\nand inverse overdispersion parameter `phi` dropping constant additive terms.\n;
neg_binomial_2_log_rng;(reals eta, reals phi);R;Generate a negative binomial variate with log-location `eta` and inverse\noverdispersion control `phi` may only be used in transformed data and generated\nquantities blocks. `eta` must be less than $29 \log 2$. For a description of\nargument and return types, see section [vectorized function signatures](conventions_for_probability_functions.qmd#prob-vectorization).\n;
neg_binomial_2_log_glm;~;real;Increment target log probability density with `neg_binomial_2_log_glm_lupmf(y | x, alpha, beta, phi)`.;
neg_binomial_2_log_glm_lpmf;(int y | matrix x, real alpha, vector beta, real phi);real;The log negative binomial probability mass of `y` given log-location\n`alpha + x * beta` and inverse overdispersion parameter `phi`.\n;
neg_binomial_2_log_glm_lupmf;(int y | matrix x, real alpha, vector beta, real phi);real;The log negative binomial probability mass of `y` given log-location\n`alpha + x * beta` and inverse overdispersion parameter `phi`\ndropping constant additive terms.\n;
neg_binomial_2_log_glm_lpmf;(int y | matrix x, vector alpha, vector beta, real phi);real;The log negative binomial probability mass of `y` given log-location\n`alpha + x * beta` and inverse overdispersion parameter `phi`.\n;
neg_binomial_2_log_glm_lupmf;(int y | matrix x, vector alpha, vector beta, real phi);real;The log negative binomial probability mass of `y` given log-location\n`alpha + x * beta` and inverse overdispersion parameter `phi`\ndropping constant additive terms.\n;
neg_binomial_2_log_glm_lpmf;(array[] int y | row_vector x, real alpha, vector beta, real phi);real;The log negative binomial probability mass of `y` given log-location\n`alpha + x * beta` and inverse overdispersion parameter `phi`.\n;
neg_binomial_2_log_glm_lupmf;(array[] int y | row_vector x, real alpha, vector beta, real phi);real;The log negative binomial probability mass of `y` given log-location\n`alpha + x * beta` and inverse overdispersion parameter `phi`\ndropping constant additive terms.\n;
neg_binomial_2_log_glm_lpmf;(array[] int y | row_vector x, vector alpha, vector beta, real phi);real;The log negative binomial probability mass of `y` given log-location\n`alpha + x * beta` and inverse overdispersion parameter `phi`.\n;
neg_binomial_2_log_glm_lupmf;(array[] int y | row_vector x, vector alpha, vector beta, real phi);real;The log negative binomial probability mass of `y` given log-location\n`alpha + x * beta` and inverse overdispersion parameter `phi`\ndropping constant additive terms.\n;
neg_binomial_2_log_glm_lpmf;(array[] int y | matrix x, real alpha, vector beta, real phi);real;The log negative binomial probability mass of `y` given log-location\n`alpha + x * beta` and inverse overdispersion parameter `phi`.\n;
neg_binomial_2_log_glm_lupmf;(array[] int y | matrix x, real alpha, vector beta, real phi);real;The log negative binomial probability mass of `y` given log-location\n`alpha + x * beta` and inverse overdispersion parameter `phi`\ndropping constant additive terms.\n;
neg_binomial_2_log_glm_lpmf;(array[] int y | matrix x, vector alpha, vector beta, real phi);real;The log negative binomial probability mass of `y` given log-location\n`alpha + x * beta` and inverse overdispersion parameter `phi`.\n;
neg_binomial_2_log_glm_lupmf;(array[] int y | matrix x, vector alpha, vector beta, real phi);real;The log negative binomial probability mass of `y` given log-location\n`alpha + x * beta` and inverse overdispersion parameter `phi`\ndropping constant additive terms.\n;
poisson;~;real;Increment target log probability density with `poisson_lupmf(n | lambda)`.;
poisson_lpmf;(ints n | reals lambda);real;The log Poisson probability mass of n given rate lambda\n;
poisson_lupmf;(ints n | reals lambda);real;The log Poisson probability mass of n given rate lambda dropping constant\nadditive terms\n;
poisson_cdf;(ints n | reals lambda);real;The Poisson cumulative distribution function of n given rate lambda\n;
poisson_lcdf;(ints n | reals lambda);real;The log of the Poisson cumulative distribution function of n given\nrate lambda\n;
poisson_lccdf;(ints n | reals lambda);real;The log of the Poisson complementary cumulative distribution function\nof n given rate lambda\n;
poisson_rng;(reals lambda);R;Generate a Poisson variate with rate lambda may only be used in\ntransformed data and generated quantities blocks. lambda must be less than\n$2^{30}$. For a description of argument and return types, see section\n[vectorized function signatures](conventions_for_probability_functions.qmd#prob-vectorization).\n;
poisson_log;~;real;Increment target log probability density with `poisson_log_lupmf(n | alpha)`.;
poisson_log_lpmf;(ints n | reals alpha);real;The log Poisson probability mass of n given log rate alpha\n;
poisson_log_lupmf;(ints n | reals alpha);real;The log Poisson probability mass of n given log rate alpha dropping constant\nadditive terms\n;
poisson_log_rng;(reals alpha);R;Generate a Poisson variate with log rate alpha may only be used in\ntransformed data and generated quantities blocks. alpha must be less than\n$30 \log 2$. For a description of argument and return types, see section\n[vectorized function signatures](conventions_for_probability_functions.qmd#prob-vectorization).\n;
poisson_log_glm;~;real;Increment target log probability density with `poisson_log_glm_lupmf(y | x, alpha, beta)`.;
poisson_log_glm_lpmf;(int y | matrix x, real alpha, vector beta);real;The log Poisson probability mass of `y` given the log-rate `alpha + x * beta`.\n;
poisson_log_glm_lupmf;(int y | matrix x, real alpha, vector beta);real;The log Poisson probability mass of `y` given the log-rate `alpha + x * beta`\ndropping constant additive terms.\n;
poisson_log_glm_lpmf;(int y | matrix x, vector alpha, vector beta);real;The log Poisson probability mass of `y` given the log-rate `alpha + x * beta`.\n;
poisson_log_glm_lupmf;(int y | matrix x, vector alpha, vector beta);real;The log Poisson probability mass of `y` given the log-rate `alpha + x * beta`\ndropping constant additive terms.\n;
poisson_log_glm_lpmf;(array[] int y | row_vector x, real alpha, vector beta);real;The log Poisson probability mass of `y` given the log-rate `alpha + x * beta`.\n;
poisson_log_glm_lupmf;(array[] int y | row_vector x, real alpha, vector beta);real;The log Poisson probability mass of `y` given the log-rate `alpha + x * beta`\ndropping constant additive terms.\n;
poisson_log_glm_lpmf;(array[] int y | row_vector x, vector alpha, vector beta);real;The log Poisson probability mass of `y` given the log-rate `alpha + x * beta`.\n;
poisson_log_glm_lupmf;(array[] int y | row_vector x, vector alpha, vector beta);real;The log Poisson probability mass of `y` given the log-rate `alpha + x * beta`\ndropping constant additive terms.\n;
poisson_log_glm_lpmf;(array[] int y | matrix x, real alpha, vector beta);real;The log Poisson probability mass of `y` given the log-rate `alpha + x * beta`.\n;
poisson_log_glm_lupmf;(array[] int y | matrix x, real alpha, vector beta);real;The log Poisson probability mass of `y` given the log-rate `alpha + x * beta`\ndropping constant additive terms.\n;
poisson_log_glm_lpmf;(array[] int y | matrix x, vector alpha, vector beta);real;The log Poisson probability mass of `y` given the log-rate `alpha + x * beta`.\n;
poisson_log_glm_lupmf;(array[] int y | matrix x, vector alpha, vector beta);real;The log Poisson probability mass of `y` given the log-rate `alpha + x * beta`\ndropping constant additive terms.\n;
lkj_corr;~;real;Increment target log probability density with `lkj_corr_lupdf(y | eta)`.;
lkj_corr_lpdf;(matrix y | real eta);real;The log of the LKJ density for the correlation matrix y given\nnonnegative shape eta. `lkj_corr_cholesky_lpdf` is faster, more numerically\nstable, uses less memory, and should be preferred to this.\n;
lkj_corr_lupdf;(matrix y | real eta);real;The log of the LKJ density for the correlation matrix y given\nnonnegative shape eta dropping constant additive terms.\n`lkj_corr_cholesky_lupdf` is faster, more numerically stable, uses less memory,\nand should be preferred to this.\n;
lkj_corr_rng;(int K, real eta);matrix;Generate a LKJ random correlation matrix of order K with shape eta\nmay only be used in transformed data and generated quantities blocks\n;
lkj_corr_cholesky;~;real;Increment target log probability density with `lkj_corr_cholesky_lupdf(L | eta)`.;
lkj_corr_cholesky_lpdf;(matrix L | real eta);real;The log of the LKJ density for the lower-triangular Cholesky factor L\nof a correlation matrix given shape eta\n;
lkj_corr_cholesky_lupdf;(matrix L | real eta);real;The log of the LKJ density for the lower-triangular Cholesky factor L\nof a correlation matrix given shape eta dropping constant additive terms\n;
lkj_corr_cholesky_rng;(int K, real eta);matrix;Generate a random Cholesky factor of a correlation matrix of order K\nthat is distributed LKJ with shape eta may only be used in transformed data\nand generated quantities blocks\n;
bernoulli;~;real;{{< since 2.0 >}};
bernoulli_lpmf;(ints y | reals theta);real;The log Bernoulli probability mass of y given chance of success `theta`\n;
bernoulli_lupmf;(ints y | reals theta);real;The log Bernoulli probability mass of y given chance of success theta\ndropping constant additive terms\n;
bernoulli_cdf;(ints y | reals theta);real;The Bernoulli cumulative distribution function of y given chance of\nsuccess `theta`\n;
bernoulli_lcdf;(ints y | reals theta);real;The log of the Bernoulli cumulative distribution function of y given\nchance of success `theta`\n;
bernoulli_lccdf;(ints y | reals theta);real;The log of the Bernoulli complementary cumulative distribution\nfunction of y given chance of success `theta`\n;
bernoulli_rng;(reals theta);R;Generate a Bernoulli variate with chance of success `theta` may only be\nused in transformed data and generated quantities blocks.\nFor a description of argument and return types, see section\n[vectorized PRNG functions](conventions_for_probability_functions.qmd#prng-vectorization).\n;
bernoulli_logit;~;real;{{< since 2.0 >}};
bernoulli_logit_lpmf;(ints y | reals alpha);real;The log Bernoulli probability mass of y given chance of success\n`inv_logit(alpha)`\n;
bernoulli_logit_lupmf;(ints y | reals alpha);real;The log Bernoulli probability mass of y given chance of success\n`inv_logit(alpha)` dropping constant additive terms\n;
bernoulli_logit_rng;(reals alpha);R;Generate a Bernoulli variate with chance of success\n$\text{logit}^{-1}(\alpha)$ may only be used in transformed data and generated\nquantities blocks. For a description of argument and return types, see section\n[vectorized PRNG functions](conventions_for_probability_functions.qmd#prng-vectorization).\n;
bernoulli_logit_glm;~;real;{{< since 2.25 >}};
bernoulli_logit_glm_lpmf;(int y | matrix x, real alpha, vector beta);real;The log Bernoulli probability mass of y given chance of success\n`inv_logit(alpha + x * beta)`.\n;
bernoulli_logit_glm_lupmf;(int y | matrix x, real alpha, vector beta);real;The log Bernoulli probability mass of y given chance of success\n`inv_logit(alpha + x * beta)` dropping constant additive terms.\n;
bernoulli_logit_glm_lpmf;(int y | matrix x, vector alpha, vector beta);real;The log Bernoulli probability mass of y given chance of success\n`inv_logit(alpha + x * beta)`.\n;
bernoulli_logit_glm_lupmf;(int y | matrix x, vector alpha, vector beta);real;The log Bernoulli probability mass of y given chance of success\n`inv_logit(alpha + x * beta)` dropping constant additive terms.\n;
bernoulli_logit_glm_lpmf;(array[] int y | row_vector x, real alpha, vector beta);real;The log Bernoulli probability mass of y given chance of success\n`inv_logit(alpha + x * beta)`.\n;
bernoulli_logit_glm_lupmf;(array[] int y | row_vector x, real alpha, vector beta);real;The log Bernoulli probability mass of y given chance of success\n`inv_logit(alpha + x * beta)` dropping constant additive terms.\n;
bernoulli_logit_glm_lpmf;(array[] int y | row_vector x, vector alpha, vector beta);real;The log Bernoulli probability mass of y given chance of success\n`inv_logit(alpha + x * beta)`.\n;
bernoulli_logit_glm_lupmf;(array[] int y | row_vector x, vector alpha, vector beta);real;The log Bernoulli probability mass of y given chance of success\n`inv_logit(alpha + x * beta)` dropping constant additive terms.\n;
bernoulli_logit_glm_lpmf;(array[] int y | matrix x, real alpha, vector beta);real;The log Bernoulli probability mass of y given chance of success\n`inv_logit(alpha + x * beta)`.\n;
bernoulli_logit_glm_lupmf;(array[] int y | matrix x, real alpha, vector beta);real;The log Bernoulli probability mass of y given chance of success\n`inv_logit(alpha + x * beta)` dropping constant additive terms.\n;
bernoulli_logit_glm_lpmf;(array[] int y | matrix x, vector alpha, vector beta);real;The log Bernoulli probability mass of y given chance of success\n`inv_logit(alpha + x * beta)`.\n;
bernoulli_logit_glm_lupmf;(array[] int y | matrix x, vector alpha, vector beta);real;The log Bernoulli probability mass of y given chance of success\n`inv_logit(alpha + x * beta)` dropping constant additive terms.\n;
bernoulli_logit_glm_rng;(matrix x, vector alpha, vector beta);array[] int;Generate an array of Bernoulli variates with chances of success\n`inv_logit(alpha + x * beta)` may only be used in transformed data and generated\nquantities blocks.\n;
bernoulli_logit_glm_rng;(row_vector x, vector alpha, vector beta);array[] int;Generate an array of Bernoulli variates with chances of success\n`inv_logit(alpha + x * beta)` may only be used in transformed data and generated\nquantities blocks.\n;
num_elements;(complex_vector x);int;The total number of elements in the vector x (same as function `rows`)\n;
num_elements;(complex_row_vector x);int;The total number of elements in the vector x (same as function `cols`)\n;
num_elements;(complex_matrix x);int;The total number of elements in the matrix x. For example, if `x` is a\n$5 \times 3$ matrix, then `num_elements(x)` is 15\n;
rows;(complex_vector x);int;The number of rows in the vector x\n;
rows;(complex_row_vector x);int;The number of rows in the row vector x, namely 1\n;
rows;(complex_matrix x);int;The number of rows in the matrix x\n;
cols;(complex_vector x);int;The number of columns in the vector x, namely 1\n;
